obj_label,colours
pig_basic_small_2,"[{'color': 0.0, 'percent': 0.0483}, {'color': 4.0, 'percent': 0.0388}, {'color': 40.0, 'percent': 0.0222}, {'color': 44.0, 'percent': 0.0309}, {'color': 8.0, 'percent': 0.0032}, {'color': 48.0, 'percent': 0.0222}, {'color': 84.0, 'percent': 0.1123}, {'color': 88.0, 'percent': 0.0467}, {'color': 120.0, 'percent': 0.038}, {'color': 121.0, 'percent': 0.0696}, {'color': 125.0, 'percent': 0.4873}, {'color': 124.0, 'percent': 0.0008}, {'color': 80.0, 'percent': 0.0403}, {'color': 116.0, 'percent': 0.0222}, {'color': 152.0, 'percent': 0.0071}, {'color': 76.0, 'percent': 0.0032}, {'color': 148.0, 'percent': 0.0008}, {'color': 112.0, 'percent': 0.0024}, {'color': 97.0, 'percent': 0.0016}, {'color': 161.0, 'percent': 0.0008}, {'color': 52.0, 'percent': 0.0008}, {'color': 89.0, 'percent': 0.0008}]"
pig_basic_small_3,"[{'color': 0.0, 'percent': 0.0455}, {'color': 4.0, 'percent': 0.0455}, {'color': 40.0, 'percent': 0.0263}, {'color': 44.0, 'percent': 0.0327}, {'color': 8.0, 'percent': 0.0032}, {'color': 48.0, 'percent': 0.0247}, {'color': 84.0, 'percent': 0.0606}, {'color': 88.0, 'percent': 0.0439}, {'color': 120.0, 'percent': 0.0263}, {'color': 121.0, 'percent': 0.0407}, {'color': 125.0, 'percent': 0.4043}, {'color': 124.0, 'percent': 0.0016}, {'color': 80.0, 'percent': 0.0311}, {'color': 81.0, 'percent': 0.0008}, {'color': 149.0, 'percent': 0.0112}, {'color': 117.0, 'percent': 0.0112}, {'color': 77.0, 'percent': 0.004}, {'color': 223.0, 'percent': 0.0032}, {'color': 36.0, 'percent': 0.0518}, {'color': 76.0, 'percent': 0.008}, {'color': 113.0, 'percent': 0.0048}, {'color': 219.0, 'percent': 0.0096}, {'color': 255.0, 'percent': 0.0247}, {'color': 150.0, 'percent': 0.0024}, {'color': 218.0, 'percent': 0.0088}, {'color': 35.0, 'percent': 0.0008}, {'color': 186.0, 'percent': 0.012}, {'color': 154.0, 'percent': 0.0008}, {'color': 116.0, 'percent': 0.0175}, {'color': 153.0, 'percent': 0.0008}, {'color': 185.0, 'percent': 0.0016}, {'color': 148.0, 'percent': 0.0008}, {'color': 152.0, 'percent': 0.0104}, {'color': 222.0, 'percent': 0.0008}, {'color': 52.0, 'percent': 0.0064}, {'color': 112.0, 'percent': 0.004}, {'color': 28.0, 'percent': 0.0024}, {'color': 146.0, 'percent': 0.0016}, {'color': 182.0, 'percent': 0.0048}, {'color': 227.0, 'percent': 0.0008}, {'color': 73.0, 'percent': 0.0016}, {'color': 109.0, 'percent': 0.0016}, {'color': 31.0, 'percent': 0.0008}, {'color': 251.0, 'percent': 0.0008}, {'color': 97.0, 'percent': 0.0016}, {'color': 161.0, 'percent': 0.0008}, {'color': 89.0, 'percent': 0.0008}]"
pig_basic_small_4,"[{'color': 0.0, 'percent': 0.0462}, {'color': 4.0, 'percent': 0.0408}, {'color': 40.0, 'percent': 0.0219}, {'color': 44.0, 'percent': 0.0313}, {'color': 8.0, 'percent': 0.0039}, {'color': 48.0, 'percent': 0.018}, {'color': 84.0, 'percent': 0.0611}, {'color': 88.0, 'percent': 0.0415}, {'color': 120.0, 'percent': 0.0165}, {'color': 121.0, 'percent': 0.0486}, {'color': 125.0, 'percent': 0.4122}, {'color': 124.0, 'percent': 0.0008}, {'color': 80.0, 'percent': 0.0251}, {'color': 117.0, 'percent': 0.011}, {'color': 149.0, 'percent': 0.0078}, {'color': 182.0, 'percent': 0.0031}, {'color': 145.0, 'percent': 0.0008}, {'color': 218.0, 'percent': 0.0071}, {'color': 113.0, 'percent': 0.0078}, {'color': 255.0, 'percent': 0.018}, {'color': 36.0, 'percent': 0.0266}, {'color': 150.0, 'percent': 0.0024}, {'color': 89.0, 'percent': 0.0016}, {'color': 77.0, 'percent': 0.0031}, {'color': 223.0, 'percent': 0.0016}, {'color': 186.0, 'percent': 0.0063}, {'color': 112.0, 'percent': 0.0031}, {'color': 185.0, 'percent': 0.0016}, {'color': 76.0, 'percent': 0.0047}, {'color': 219.0, 'percent': 0.0047}, {'color': 116.0, 'percent': 0.0165}, {'color': 152.0, 'percent': 0.0078}, {'color': 153.0, 'percent': 0.0008}, {'color': 148.0, 'percent': 0.0016}, {'color': 92.0, 'percent': 0.0008}, {'color': 85.0, 'percent': 0.0008}, {'color': 109.0, 'percent': 0.0039}, {'color': 137.0, 'percent': 0.0039}, {'color': 134.0, 'percent': 0.0055}, {'color': 199.0, 'percent': 0.0149}, {'color': 52.0, 'percent': 0.0031}, {'color': 32.0, 'percent': 0.0016}, {'color': 166.0, 'percent': 0.0063}, {'color': 231.0, 'percent': 0.0024}, {'color': 235.0, 'percent': 0.0157}, {'color': 203.0, 'percent': 0.0078}, {'color': 108.0, 'percent': 0.0008}, {'color': 97.0, 'percent': 0.0024}, {'color': 170.0, 'percent': 0.0016}, {'color': 28.0, 'percent': 0.0016}, {'color': 105.0, 'percent': 0.0016}, {'color': 178.0, 'percent': 0.0008}, {'color': 211.0, 'percent': 0.0024}, {'color': 210.0, 'percent': 0.0008}, {'color': 174.0, 'percent': 0.0031}, {'color': 142.0, 'percent': 0.0008}, {'color': 72.0, 'percent': 0.0008}, {'color': 146.0, 'percent': 0.0016}, {'color': 31.0, 'percent': 0.0008}, {'color': 133.0, 'percent': 0.0008}, {'color': 101.0, 'percent': 0.0024}, {'color': 215.0, 'percent': 0.0031}, {'color': 73.0, 'percent': 0.0008}, {'color': 138.0, 'percent': 0.0008}, {'color': 161.0, 'percent': 0.0008}]"
pig_basic_small_5,"[{'color': 0.0, 'percent': 0.0453}, {'color': 4.0, 'percent': 0.0406}, {'color': 40.0, 'percent': 0.0211}, {'color': 44.0, 'percent': 0.032}, {'color': 8.0, 'percent': 0.0039}, {'color': 48.0, 'percent': 0.018}, {'color': 84.0, 'percent': 0.0804}, {'color': 88.0, 'percent': 0.0367}, {'color': 120.0, 'percent': 0.0195}, {'color': 121.0, 'percent': 0.0679}, {'color': 125.0, 'percent': 0.4262}, {'color': 124.0, 'percent': 0.0008}, {'color': 80.0, 'percent': 0.0406}, {'color': 117.0, 'percent': 0.0055}, {'color': 149.0, 'percent': 0.0039}, {'color': 182.0, 'percent': 0.0008}, {'color': 145.0, 'percent': 0.0008}, {'color': 218.0, 'percent': 0.0016}, {'color': 113.0, 'percent': 0.0062}, {'color': 255.0, 'percent': 0.0039}, {'color': 36.0, 'percent': 0.0016}, {'color': 150.0, 'percent': 0.0008}, {'color': 89.0, 'percent': 0.0023}, {'color': 77.0, 'percent': 0.0023}, {'color': 223.0, 'percent': 0.0008}, {'color': 186.0, 'percent': 0.0016}, {'color': 112.0, 'percent': 0.0047}, {'color': 185.0, 'percent': 0.0016}, {'color': 76.0, 'percent': 0.0062}, {'color': 219.0, 'percent': 0.0008}, {'color': 116.0, 'percent': 0.0156}, {'color': 152.0, 'percent': 0.0078}, {'color': 153.0, 'percent': 0.0008}, {'color': 148.0, 'percent': 0.0016}, {'color': 92.0, 'percent': 0.0008}, {'color': 85.0, 'percent': 0.0008}, {'color': 109.0, 'percent': 0.0047}, {'color': 137.0, 'percent': 0.0031}, {'color': 134.0, 'percent': 0.0062}, {'color': 199.0, 'percent': 0.0062}, {'color': 32.0, 'percent': 0.0047}, {'color': 166.0, 'percent': 0.0117}, {'color': 231.0, 'percent': 0.0023}, {'color': 235.0, 'percent': 0.0219}, {'color': 203.0, 'percent': 0.0226}, {'color': 101.0, 'percent': 0.0016}, {'color': 170.0, 'percent': 0.0039}, {'color': 202.0, 'percent': 0.0008}, {'color': 105.0, 'percent': 0.0008}, {'color': 138.0, 'percent': 0.0008}, {'color': 97.0, 'percent': 0.0016}, {'color': 161.0, 'percent': 0.0008}, {'color': 52.0, 'percent': 0.0008}]"
pig_basic_small_6,"[{'color': 0.0, 'percent': 0.0472}, {'color': 4.0, 'percent': 0.0464}, {'color': 40.0, 'percent': 0.0252}, {'color': 44.0, 'percent': 0.0307}, {'color': 8.0, 'percent': 0.0024}, {'color': 48.0, 'percent': 0.022}, {'color': 84.0, 'percent': 0.0542}, {'color': 88.0, 'percent': 0.0377}, {'color': 120.0, 'percent': 0.022}, {'color': 121.0, 'percent': 0.0456}, {'color': 125.0, 'percent': 0.3986}, {'color': 124.0, 'percent': 0.0008}, {'color': 80.0, 'percent': 0.0267}, {'color': 81.0, 'percent': 0.0008}, {'color': 149.0, 'percent': 0.0071}, {'color': 117.0, 'percent': 0.011}, {'color': 77.0, 'percent': 0.0047}, {'color': 223.0, 'percent': 0.0024}, {'color': 36.0, 'percent': 0.0291}, {'color': 76.0, 'percent': 0.0071}, {'color': 113.0, 'percent': 0.0055}, {'color': 219.0, 'percent': 0.0063}, {'color': 255.0, 'percent': 0.0173}, {'color': 150.0, 'percent': 0.0024}, {'color': 218.0, 'percent': 0.0063}, {'color': 35.0, 'percent': 0.0008}, {'color': 186.0, 'percent': 0.0079}, {'color': 154.0, 'percent': 0.0008}, {'color': 116.0, 'percent': 0.0157}, {'color': 153.0, 'percent': 0.0008}, {'color': 185.0, 'percent': 0.0016}, {'color': 92.0, 'percent': 0.0008}, {'color': 85.0, 'percent': 0.0008}, {'color': 148.0, 'percent': 0.0008}, {'color': 152.0, 'percent': 0.0102}, {'color': 222.0, 'percent': 0.0008}, {'color': 109.0, 'percent': 0.0039}, {'color': 137.0, 'percent': 0.0039}, {'color': 134.0, 'percent': 0.0063}, {'color': 199.0, 'percent': 0.0149}, {'color': 52.0, 'percent': 0.0031}, {'color': 32.0, 'percent': 0.0016}, {'color': 166.0, 'percent': 0.0047}, {'color': 231.0, 'percent': 0.0024}, {'color': 235.0, 'percent': 0.0157}, {'color': 97.0, 'percent': 0.0024}, {'color': 203.0, 'percent': 0.0071}, {'color': 141.0, 'percent': 0.0016}, {'color': 28.0, 'percent': 0.0008}, {'color': 170.0, 'percent': 0.0016}, {'color': 112.0, 'percent': 0.0047}, {'color': 105.0, 'percent': 0.0016}, {'color': 178.0, 'percent': 0.0008}, {'color': 211.0, 'percent': 0.0024}, {'color': 210.0, 'percent': 0.0008}, {'color': 174.0, 'percent': 0.0031}, {'color': 142.0, 'percent': 0.0008}, {'color': 72.0, 'percent': 0.0008}, {'color': 146.0, 'percent': 0.0016}, {'color': 182.0, 'percent': 0.0031}, {'color': 31.0, 'percent': 0.0008}, {'color': 133.0, 'percent': 0.0008}, {'color': 101.0, 'percent': 0.0024}, {'color': 215.0, 'percent': 0.0024}, {'color': 73.0, 'percent': 0.0008}, {'color': 198.0, 'percent': 0.0008}, {'color': 138.0, 'percent': 0.0008}, {'color': 161.0, 'percent': 0.0008}, {'color': 89.0, 'percent': 0.0008}]"
pig_basic_small_7,"[{'color': 0.0, 'percent': 0.0447}, {'color': 4.0, 'percent': 0.0487}, {'color': 40.0, 'percent': 0.0251}, {'color': 44.0, 'percent': 0.0338}, {'color': 8.0, 'percent': 0.0055}, {'color': 48.0, 'percent': 0.0181}, {'color': 84.0, 'percent': 0.0542}, {'color': 88.0, 'percent': 0.0377}, {'color': 120.0, 'percent': 0.0157}, {'color': 72.0, 'percent': 0.0031}, {'color': 100.0, 'percent': 0.0008}, {'color': 68.0, 'percent': 0.0008}, {'color': 121.0, 'percent': 0.0644}, {'color': 125.0, 'percent': 0.3187}, {'color': 116.0, 'percent': 0.0165}, {'color': 201.0, 'percent': 0.0016}, {'color': 13.0, 'percent': 0.0016}, {'color': 169.0, 'percent': 0.0016}, {'color': 36.0, 'percent': 0.0047}, {'color': 124.0, 'percent': 0.0016}, {'color': 80.0, 'percent': 0.0196}, {'color': 141.0, 'percent': 0.0008}, {'color': 237.0, 'percent': 0.011}, {'color': 18.0, 'percent': 0.0016}, {'color': 14.0, 'percent': 0.0008}, {'color': 177.0, 'percent': 0.0008}, {'color': 173.0, 'percent': 0.0031}, {'color': 238.0, 'percent': 0.0024}, {'color': 205.0, 'percent': 0.0047}, {'color': 92.0, 'percent': 0.0016}, {'color': 149.0, 'percent': 0.0039}, {'color': 186.0, 'percent': 0.0031}, {'color': 117.0, 'percent': 0.0141}, {'color': 150.0, 'percent': 0.0031}, {'color': 219.0, 'percent': 0.0031}, {'color': 113.0, 'percent': 0.0102}, {'color': 255.0, 'percent': 0.0078}, {'color': 35.0, 'percent': 0.0008}, {'color': 81.0, 'percent': 0.0008}, {'color': 185.0, 'percent': 0.0016}, {'color': 218.0, 'percent': 0.0016}, {'color': 223.0, 'percent': 0.0024}, {'color': 145.0, 'percent': 0.0016}, {'color': 152.0, 'percent': 0.0078}, {'color': 153.0, 'percent': 0.0008}, {'color': 182.0, 'percent': 0.0024}, {'color': 144.0, 'percent': 0.0008}, {'color': 209.0, 'percent': 0.0008}, {'color': 85.0, 'percent': 0.0008}, {'color': 93.0, 'percent': 0.0008}, {'color': 109.0, 'percent': 0.0063}, {'color': 137.0, 'percent': 0.0071}, {'color': 138.0, 'percent': 0.0047}, {'color': 77.0, 'percent': 0.0016}, {'color': 134.0, 'percent': 0.0086}, {'color': 199.0, 'percent': 0.0322}, {'color': 76.0, 'percent': 0.0063}, {'color': 105.0, 'percent': 0.0071}, {'color': 166.0, 'percent': 0.0157}, {'color': 32.0, 'percent': 0.0016}, {'color': 231.0, 'percent': 0.0039}, {'color': 235.0, 'percent': 0.0322}, {'color': 203.0, 'percent': 0.0165}, {'color': 108.0, 'percent': 0.0008}, {'color': 148.0, 'percent': 0.0008}, {'color': 97.0, 'percent': 0.0039}, {'color': 170.0, 'percent': 0.0024}, {'color': 112.0, 'percent': 0.0024}, {'color': 167.0, 'percent': 0.0008}, {'color': 178.0, 'percent': 0.0016}, {'color': 211.0, 'percent': 0.0039}, {'color': 210.0, 'percent': 0.0008}, {'color': 174.0, 'percent': 0.0071}, {'color': 142.0, 'percent': 0.0024}, {'color': 171.0, 'percent': 0.0008}, {'color': 65.0, 'percent': 0.0008}, {'color': 101.0, 'percent': 0.0031}, {'color': 146.0, 'percent': 0.0008}, {'color': 133.0, 'percent': 0.0008}, {'color': 215.0, 'percent': 0.0063}, {'color': 52.0, 'percent': 0.0016}, {'color': 89.0, 'percent': 0.0016}, {'color': 161.0, 'percent': 0.0008}]"
pig_basic_small_8,"[{'color': 0.0, 'percent': 0.0456}, {'color': 4.0, 'percent': 0.0464}, {'color': 40.0, 'percent': 0.0228}, {'color': 44.0, 'percent': 0.0299}, {'color': 8.0, 'percent': 0.0024}, {'color': 48.0, 'percent': 0.0189}, {'color': 84.0, 'percent': 0.0535}, {'color': 88.0, 'percent': 0.0369}, {'color': 120.0, 'percent': 0.0173}, {'color': 72.0, 'percent': 0.0024}, {'color': 100.0, 'percent': 0.0008}, {'color': 68.0, 'percent': 0.0008}, {'color': 121.0, 'percent': 0.0637}, {'color': 125.0, 'percent': 0.3121}, {'color': 116.0, 'percent': 0.0165}, {'color': 201.0, 'percent': 0.0016}, {'color': 13.0, 'percent': 0.0016}, {'color': 169.0, 'percent': 0.0008}, {'color': 36.0, 'percent': 0.0047}, {'color': 124.0, 'percent': 0.0008}, {'color': 141.0, 'percent': 0.0024}, {'color': 237.0, 'percent': 0.0126}, {'color': 18.0, 'percent': 0.0016}, {'color': 14.0, 'percent': 0.0008}, {'color': 177.0, 'percent': 0.0016}, {'color': 173.0, 'percent': 0.0039}, {'color': 238.0, 'percent': 0.0024}, {'color': 205.0, 'percent': 0.0039}, {'color': 92.0, 'percent': 0.0016}, {'color': 80.0, 'percent': 0.0204}, {'color': 81.0, 'percent': 0.0016}, {'color': 149.0, 'percent': 0.0047}, {'color': 117.0, 'percent': 0.0165}, {'color': 77.0, 'percent': 0.0039}, {'color': 223.0, 'percent': 0.0031}, {'color': 76.0, 'percent': 0.0102}, {'color': 113.0, 'percent': 0.0071}, {'color': 219.0, 'percent': 0.0024}, {'color': 255.0, 'percent': 0.0094}, {'color': 150.0, 'percent': 0.0024}, {'color': 218.0, 'percent': 0.0016}, {'color': 35.0, 'percent': 0.0008}, {'color': 186.0, 'percent': 0.0031}, {'color': 154.0, 'percent': 0.0008}, {'color': 153.0, 'percent': 0.0008}, {'color': 185.0, 'percent': 0.0016}, {'color': 209.0, 'percent': 0.0008}, {'color': 145.0, 'percent': 0.0008}, {'color': 85.0, 'percent': 0.0008}, {'color': 148.0, 'percent': 0.0008}, {'color': 152.0, 'percent': 0.0102}, {'color': 222.0, 'percent': 0.0008}, {'color': 109.0, 'percent': 0.0071}, {'color': 137.0, 'percent': 0.0063}, {'color': 12.0, 'percent': 0.0008}, {'color': 89.0, 'percent': 0.0039}, {'color': 138.0, 'percent': 0.0055}, {'color': 134.0, 'percent': 0.0094}, {'color': 199.0, 'percent': 0.0322}, {'color': 105.0, 'percent': 0.0063}, {'color': 166.0, 'percent': 0.0142}, {'color': 32.0, 'percent': 0.0016}, {'color': 231.0, 'percent': 0.0039}, {'color': 235.0, 'percent': 0.0322}, {'color': 97.0, 'percent': 0.0039}, {'color': 203.0, 'percent': 0.0157}, {'color': 170.0, 'percent': 0.0024}, {'color': 112.0, 'percent': 0.0047}, {'color': 73.0, 'percent': 0.0008}, {'color': 167.0, 'percent': 0.0008}, {'color': 178.0, 'percent': 0.0016}, {'color': 211.0, 'percent': 0.0039}, {'color': 210.0, 'percent': 0.0008}, {'color': 174.0, 'percent': 0.0071}, {'color': 142.0, 'percent': 0.0024}, {'color': 104.0, 'percent': 0.0008}, {'color': 171.0, 'percent': 0.0008}, {'color': 65.0, 'percent': 0.0008}, {'color': 101.0, 'percent': 0.0031}, {'color': 146.0, 'percent': 0.0008}, {'color': 182.0, 'percent': 0.0024}, {'color': 133.0, 'percent': 0.0008}, {'color': 215.0, 'percent': 0.0055}, {'color': 198.0, 'percent': 0.0008}, {'color': 52.0, 'percent': 0.0016}, {'color': 161.0, 'percent': 0.0008}]"
pig_basic_small_9,"[{'color': 0.0, 'percent': 0.0462}, {'color': 4.0, 'percent': 0.0493}, {'color': 40.0, 'percent': 0.0243}, {'color': 44.0, 'percent': 0.0337}, {'color': 8.0, 'percent': 0.0055}, {'color': 48.0, 'percent': 0.018}, {'color': 84.0, 'percent': 0.0517}, {'color': 88.0, 'percent': 0.0392}, {'color': 120.0, 'percent': 0.018}, {'color': 72.0, 'percent': 0.0031}, {'color': 100.0, 'percent': 0.0008}, {'color': 68.0, 'percent': 0.0008}, {'color': 121.0, 'percent': 0.0619}, {'color': 125.0, 'percent': 0.3203}, {'color': 116.0, 'percent': 0.0164}, {'color': 201.0, 'percent': 0.0016}, {'color': 13.0, 'percent': 0.0016}, {'color': 169.0, 'percent': 0.0016}, {'color': 36.0, 'percent': 0.0039}, {'color': 124.0, 'percent': 0.0016}, {'color': 80.0, 'percent': 0.0204}, {'color': 141.0, 'percent': 0.0008}, {'color': 237.0, 'percent': 0.011}, {'color': 18.0, 'percent': 0.0016}, {'color': 14.0, 'percent': 0.0008}, {'color': 177.0, 'percent': 0.0008}, {'color': 173.0, 'percent': 0.0031}, {'color': 238.0, 'percent': 0.0023}, {'color': 205.0, 'percent': 0.0047}, {'color': 92.0, 'percent': 0.0016}, {'color': 149.0, 'percent': 0.0039}, {'color': 186.0, 'percent': 0.0031}, {'color': 117.0, 'percent': 0.0149}, {'color': 150.0, 'percent': 0.0016}, {'color': 219.0, 'percent': 0.0023}, {'color': 113.0, 'percent': 0.007}, {'color': 255.0, 'percent': 0.0016}, {'color': 35.0, 'percent': 0.0008}, {'color': 81.0, 'percent': 0.0016}, {'color': 185.0, 'percent': 0.0016}, {'color': 218.0, 'percent': 0.0008}, {'color': 223.0, 'percent': 0.0016}, {'color': 145.0, 'percent': 0.0016}, {'color': 152.0, 'percent': 0.0078}, {'color': 153.0, 'percent': 0.0008}, {'color': 182.0, 'percent': 0.0008}, {'color': 144.0, 'percent': 0.0008}, {'color': 209.0, 'percent': 0.0008}, {'color': 85.0, 'percent': 0.0008}, {'color': 93.0, 'percent': 0.0008}, {'color': 109.0, 'percent': 0.0055}, {'color': 137.0, 'percent': 0.0039}, {'color': 138.0, 'percent': 0.0055}, {'color': 105.0, 'percent': 0.0086}, {'color': 77.0, 'percent': 0.0008}, {'color': 134.0, 'percent': 0.0164}, {'color': 199.0, 'percent': 0.0172}, {'color': 166.0, 'percent': 0.0204}, {'color': 235.0, 'percent': 0.0509}, {'color': 203.0, 'percent': 0.0384}, {'color': 108.0, 'percent': 0.0016}, {'color': 76.0, 'percent': 0.0039}, {'color': 148.0, 'percent': 0.0008}, {'color': 65.0, 'percent': 0.0016}, {'color': 170.0, 'percent': 0.0047}, {'color': 112.0, 'percent': 0.0031}, {'color': 97.0, 'percent': 0.0031}, {'color': 101.0, 'percent': 0.0023}, {'color': 133.0, 'percent': 0.0008}, {'color': 130.0, 'percent': 0.0008}, {'color': 73.0, 'percent': 0.0008}, {'color': 32.0, 'percent': 0.0008}, {'color': 231.0, 'percent': 0.0031}, {'color': 52.0, 'percent': 0.0016}, {'color': 89.0, 'percent': 0.0016}, {'color': 161.0, 'percent': 0.0008}]"
stone_circle_1,"[{'color': 19.0, 'percent': 0.0594}, {'color': 73.0, 'percent': 0.2301}, {'color': 109.0, 'percent': 0.016}, {'color': 146.0, 'percent': 0.3211}, {'color': 77.0, 'percent': 0.0005}, {'color': 182.0, 'percent': 0.2646}, {'color': 219.0, 'percent': 0.0539}, {'color': 114.0, 'percent': 0.0003}, {'color': 136.0, 'percent': 0.054}]"
stone_circle_2,"[{'color': 19.0, 'percent': 0.0407}, {'color': 73.0, 'percent': 0.2881}, {'color': 109.0, 'percent': 0.0254}, {'color': 146.0, 'percent': 0.3188}, {'color': 77.0, 'percent': 0.0005}, {'color': 182.0, 'percent': 0.2497}, {'color': 219.0, 'percent': 0.0516}, {'color': 114.0, 'percent': 0.0005}, {'color': 136.0, 'percent': 0.0246}]"
stone_circle_3,"[{'color': 19.0, 'percent': 0.0246}, {'color': 55.0, 'percent': 0.0009}, {'color': 73.0, 'percent': 0.3217}, {'color': 136.0, 'percent': 0.0195}, {'color': 109.0, 'percent': 0.032}, {'color': 146.0, 'percent': 0.3122}, {'color': 77.0, 'percent': 0.0005}, {'color': 182.0, 'percent': 0.2406}, {'color': 219.0, 'percent': 0.0477}, {'color': 114.0, 'percent': 0.0004}]"
stone_circle_4,"[{'color': 55.0, 'percent': 0.0077}, {'color': 19.0, 'percent': 0.0421}, {'color': 73.0, 'percent': 0.3295}, {'color': 136.0, 'percent': 0.0144}, {'color': 109.0, 'percent': 0.0533}, {'color': 146.0, 'percent': 0.2829}, {'color': 77.0, 'percent': 0.0005}, {'color': 182.0, 'percent': 0.2218}, {'color': 219.0, 'percent': 0.0474}, {'color': 114.0, 'percent': 0.0004}]"
stone_circle_small_1,"[{'color': 73.0, 'percent': 0.3915}, {'color': 36.0, 'percent': 0.0069}, {'color': 19.0, 'percent': 0.0364}, {'color': 109.0, 'percent': 0.0257}, {'color': 146.0, 'percent': 0.2666}, {'color': 77.0, 'percent': 0.0013}, {'color': 182.0, 'percent': 0.2039}, {'color': 219.0, 'percent': 0.0678}]"
stone_circle_small_2,"[{'color': 73.0, 'percent': 0.3617}, {'color': 146.0, 'percent': 0.2843}, {'color': 136.0, 'percent': 0.0251}, {'color': 109.0, 'percent': 0.0458}, {'color': 77.0, 'percent': 0.0006}, {'color': 182.0, 'percent': 0.1779}, {'color': 219.0, 'percent': 0.069}, {'color': 132.0, 'percent': 0.0039}, {'color': 19.0, 'percent': 0.0129}, {'color': 36.0, 'percent': 0.0187}]"
stone_circle_small_3,"[{'color': 73.0, 'percent': 0.3975}, {'color': 136.0, 'percent': 0.0338}, {'color': 109.0, 'percent': 0.0675}, {'color': 146.0, 'percent': 0.2796}, {'color': 132.0, 'percent': 0.0019}, {'color': 77.0, 'percent': 0.0006}, {'color': 182.0, 'percent': 0.158}, {'color': 219.0, 'percent': 0.0611}]"
stone_circle_small_4,"[{'color': 73.0, 'percent': 0.406}, {'color': 36.0, 'percent': 0.0104}, {'color': 109.0, 'percent': 0.0956}, {'color': 146.0, 'percent': 0.2596}, {'color': 182.0, 'percent': 0.1438}, {'color': 219.0, 'percent': 0.0579}, {'color': 136.0, 'percent': 0.0267}]"
stone_rect_big_1,"[{'color': 73.0, 'percent': 0.297}, {'color': 77.0, 'percent': 0.0002}, {'color': 109.0, 'percent': 0.0344}, {'color': 146.0, 'percent': 0.2235}, {'color': 150.0, 'percent': 0.0002}, {'color': 182.0, 'percent': 0.3707}, {'color': 219.0, 'percent': 0.0739}]"
stone_rect_big_2,"[{'color': 73.0, 'percent': 0.3083}, {'color': 77.0, 'percent': 0.0002}, {'color': 109.0, 'percent': 0.0503}, {'color': 146.0, 'percent': 0.2211}, {'color': 150.0, 'percent': 0.0002}, {'color': 182.0, 'percent': 0.3482}, {'color': 219.0, 'percent': 0.0717}]"
stone_rect_big_3,"[{'color': 73.0, 'percent': 0.3281}, {'color': 77.0, 'percent': 0.0002}, {'color': 109.0, 'percent': 0.0666}, {'color': 146.0, 'percent': 0.216}, {'color': 150.0, 'percent': 0.0002}, {'color': 182.0, 'percent': 0.3191}, {'color': 219.0, 'percent': 0.0697}]"
stone_rect_big_4,"[{'color': 73.0, 'percent': 0.3541}, {'color': 109.0, 'percent': 0.0925}, {'color': 146.0, 'percent': 0.2048}, {'color': 182.0, 'percent': 0.2888}, {'color': 219.0, 'percent': 0.0598}]"
stone_rect_fat_1,"[{'color': 73.0, 'percent': 0.2084}, {'color': 136.0, 'percent': 0.0011}, {'color': 109.0, 'percent': 0.0293}, {'color': 146.0, 'percent': 0.272}, {'color': 182.0, 'percent': 0.4544}, {'color': 219.0, 'percent': 0.0323}, {'color': 55.0, 'percent': 0.0014}, {'color': 19.0, 'percent': 0.0011}]"
stone_rect_fat_2,"[{'color': 73.0, 'percent': 0.2201}, {'color': 136.0, 'percent': 0.003}, {'color': 109.0, 'percent': 0.0493}, {'color': 146.0, 'percent': 0.2727}, {'color': 182.0, 'percent': 0.4224}, {'color': 219.0, 'percent': 0.0322}, {'color': 55.0, 'percent': 0.0003}]"
stone_rect_fat_3,"[{'color': 73.0, 'percent': 0.2589}, {'color': 136.0, 'percent': 0.003}, {'color': 109.0, 'percent': 0.069}, {'color': 146.0, 'percent': 0.2595}, {'color': 182.0, 'percent': 0.3773}, {'color': 219.0, 'percent': 0.0323}]"
stone_rect_fat_4,"[{'color': 73.0, 'percent': 0.2784}, {'color': 19.0, 'percent': 0.0063}, {'color': 109.0, 'percent': 0.0953}, {'color': 146.0, 'percent': 0.2463}, {'color': 182.0, 'percent': 0.3405}, {'color': 219.0, 'percent': 0.0321}, {'color': 136.0, 'percent': 0.0011}]"
stone_rect_medium_1,"[{'color': 73.0, 'percent': 0.2982}, {'color': 77.0, 'percent': 0.0003}, {'color': 109.0, 'percent': 0.0322}, {'color': 146.0, 'percent': 0.2332}, {'color': 150.0, 'percent': 0.0003}, {'color': 182.0, 'percent': 0.3658}, {'color': 219.0, 'percent': 0.0701}]"
stone_rect_medium_2,"[{'color': 73.0, 'percent': 0.312}, {'color': 77.0, 'percent': 0.0003}, {'color': 109.0, 'percent': 0.0517}, {'color': 146.0, 'percent': 0.2235}, {'color': 150.0, 'percent': 0.0003}, {'color': 182.0, 'percent': 0.345}, {'color': 219.0, 'percent': 0.0674}]"
stone_rect_medium_3,"[{'color': 73.0, 'percent': 0.3363}, {'color': 77.0, 'percent': 0.0003}, {'color': 109.0, 'percent': 0.072}, {'color': 146.0, 'percent': 0.2224}, {'color': 150.0, 'percent': 0.0003}, {'color': 182.0, 'percent': 0.3038}, {'color': 219.0, 'percent': 0.0649}]"
